TIMESTAMP_START,TIMESTAMP_END,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19900903,19900909,25.071,23.889,1.023,26.158,2.013,156.808,418.215,2.749,98.86,8.613,0.866
19900910,19900916,23.941,22.767,1.417,25.021,2.241,160.761,408.742,3.577,99.006,5.904,1.382
19900917,19900923,25.714,24.043,1.334,27.251,2.875,195.096,412.246,4.286,98.773,4.442,0.826
19900924,19900930,25.008,23.602,1.272,26.301,2.555,179.841,415.039,4.393,98.901,6.064,1.22
19901001,19901007,25.851,24.531,0.835,27.065,2.15,168.279,420.301,3.265,98.683,6.613,0.718
19901008,19901014,25.878,24.623,0.885,27.032,2.226,180.575,423.049,3.717,98.681,5.521,0.9
19901015,19901021,25.795,24.484,1.018,27.001,2.323,176.04,421.61,3.491,98.642,7.743,0.962
19901022,19901028,25.963,24.567,1.112,27.247,2.271,189.741,420.585,3.872,98.759,6.078,0.929
19901029,19901104,25.86,24.603,0.945,27.017,2.017,166.747,421.724,3.358,98.591,8.552,0.825
19901105,19901111,25.388,24.069,0.64,26.601,2.146,176.577,420.383,3.35,98.716,7.94,0.943
19901112,19901118,25.773,24.494,0.986,26.95,2.113,182.595,419.712,3.645,98.654,8.158,0.86
19901119,19901125,25.208,24.087,0.706,26.24,2.025,153.111,422.72,2.775,98.643,10.781,0.891
19901126,19901202,25.359,24.067,0.8,26.547,1.919,164.274,420.345,2.841,98.6,9.013,0.815
19901203,19901209,25.676,24.427,0.957,26.825,1.796,158.959,418.17,3.476,98.623,6.756,1.094
19901210,19901216,26.038,24.682,0.794,27.285,2.006,167.41,418.876,4.041,98.629,8.832,1.166
19901217,19901223,25.515,24.18,0.933,26.743,2.009,164.44,420.052,3.51,98.612,8.292,1.043
19901224,19901231,24.807,23.677,0.698,25.792,1.748,146.562,418.782,2.361,98.715,12.561,0.864
19910101,19910107,25.759,24.452,1.106,26.864,2.127,160.803,418.804,3.941,98.608,5.955,1.36
19910108,19910114,26.675,25.193,1.24,27.929,2.432,181.692,419.024,5.771,98.574,6.537,1.528
19910115,19910121,26.85,25.311,1.059,28.153,2.442,195.68,415.795,6.444,98.675,6.866,1.513
19910122,19910128,25.473,24.429,0.901,26.409,1.91,157.666,421.652,3.323,98.756,9.99,1.064
19910129,19910204,26.383,25.013,1.238,27.643,2.254,195.84,415.662,4.996,98.684,6.074,1.123
19910205,19910211,26.438,25.003,1.092,27.759,2.231,189.188,421.315,4.541,98.612,6.357,1.163
19910212,19910218,25.166,24.076,0.88,26.169,1.928,138.105,422.698,3.001,98.779,10.65,0.909
19910219,19910225,25.852,24.799,0.88,26.821,1.946,154.709,422.165,3.507,98.725,12.561,1.08
19910226,19910304,25.812,24.58,0.85,26.946,2.022,163.429,423.796,3.416,98.673,9.485,1.074
19910305,19910311,25.198,24.305,0.967,26.021,1.688,128.216,423.228,2.785,98.671,10.066,0.975
19910312,19910318,25.754,24.429,0.767,26.972,2.158,165.234,422.087,3.378,98.658,10.05,0.897
19910319,19910325,26.429,25.137,1.113,27.68,2.145,158.6,424.959,4.66,98.558,5.82,1.329
19910326,19910401,25.615,24.37,1.011,26.767,2.295,145.397,419.303,3.739,98.669,7.525,1.358
19910402,19910408,25.666,24.731,1.013,26.526,1.999,140.642,420.343,3.329,98.782,11.4,1.124
19910409,19910415,25.576,24.481,0.861,26.584,1.967,144.262,421.352,3.279,98.623,7.969,1.033
19910416,19910422,25.153,24.184,0.877,26.044,1.899,128.763,421.488,2.903,98.732,9.27,1.1
19910423,19910429,25.341,24.33,0.893,26.271,2.024,123.503,421.361,2.558,98.769,12.564,0.917
19910430,19910506,25.505,24.457,0.922,26.469,1.828,140.733,421.581,2.61,98.673,12.351,0.73
19910507,19910513,25.038,24.151,0.977,25.855,1.866,105.542,422.677,2.331,98.884,10.509,0.914
19910514,19910520,25.35,24.307,0.819,26.309,1.899,134.847,421.738,2.459,98.814,9.333,0.813
19910521,19910527,25.308,24.173,0.929,26.353,2.018,127.672,421.469,2.864,98.821,8.082,0.824
19910528,19910603,25.385,24.195,0.911,26.48,2.063,145.87,420.11,2.864,98.751,8.603,0.734
19910604,19910610,24.231,23.379,0.698,25.015,1.494,100.553,420.508,2.325,98.936,7.68,1.377
19910611,19910617,24.595,23.372,1.253,25.788,2.234,137.609,414.929,2.942,98.948,5.02,0.942
19910618,19910624,25.164,24.03,0.973,26.299,1.895,123.316,420.297,2.601,98.891,13.271,0.956
19910625,19910701,24.338,23.303,0.906,25.374,1.804,120.382,412.445,2.598,99.083,6.121,1.008
19910702,19910708,24.712,23.483,1.193,25.941,2.103,142.036,411.748,3.174,99.041,6.256,0.865
19910709,19910715,24.257,23.171,0.819,25.343,1.909,125.149,414.991,2.377,98.998,10.885,1.031
19910716,19910722,24.547,23.26,1.106,25.834,2.2,150.782,411.922,2.929,99.1,4.342,0.829
19910723,19910729,24.389,23.234,1.242,25.545,2.308,152.668,407.779,3.394,99.1,3.823,1.001
19910730,19910805,23.781,22.65,1.026,24.912,1.82,142.323,409.351,3.106,99.069,4.223,1.134
19910806,19910812,24.794,23.459,1.431,26.129,2.447,160.825,410.7,3.562,98.915,3.818,0.963
19910813,19910819,23.888,22.816,1.312,24.96,2.157,150.388,413.378,2.654,99.266,6.457,1.108
19910820,19910826,24.844,23.423,1.419,26.219,2.696,167.848,411.468,3.434,99.11,4.048,0.856
19910827,19910902,24.617,23.555,1.012,25.595,2.008,156.309,415.729,2.71,99.085,7.802,0.856
19910903,19910909,25.124,23.889,1.033,26.261,2.287,163.065,415.833,3.033,98.938,7.387,0.901
19910910,19910916,25.24,23.993,1.265,26.386,2.557,171.022,414.459,3.442,98.894,6.562,0.908
19910917,19910923,25.284,23.996,1.184,26.469,2.381,168.039,417.636,3.449,98.727,8.841,0.942
19910924,19910930,25.518,24.12,0.82,26.804,2.289,172.014,420.401,3.209,98.658,8.851,0.803
19911001,19911007,26.007,24.531,1.212,27.364,2.512,198.634,417.357,4.228,98.581,7.816,1.05
19911008,19911014,25.336,24.056,1.456,26.513,2.297,172.575,413.623,4.112,98.945,5.507,1.139
19911015,19911021,25.166,23.935,1.051,26.299,2.3,163.352,413.429,3.559,98.771,7.483,0.971
19911022,19911028,24.894,23.874,1.094,25.832,1.948,156.533,417.18,2.972,98.691,8.764,0.892
19911029,19911104,25.182,23.919,0.988,26.343,2.211,167.258,416.153,3.121,98.696,6.128,0.906
19911105,19911111,25.192,23.993,0.843,26.296,1.927,163.315,417.369,2.807,98.595,9.045,0.862
19911112,19911118,25.673,24.342,0.806,26.899,1.985,158.887,419.728,3.203,98.475,8.101,0.966
19911119,19911125,25.61,24.269,0.974,26.844,2.223,155.189,419.718,3.45,98.598,8.796,0.989
19911126,19911202,25.815,24.526,1.105,27.001,2.315,162.517,420.808,3.777,98.668,10.506,0.776
19911203,19911209,26.028,24.707,1.022,27.243,2.149,165.281,420.064,4.019,98.451,8.299,1.179
19911210,19911216,25.847,24.454,0.879,27.128,2.169,155.582,418.577,3.771,98.491,9.499,1.254
19911217,19911223,26.17,24.651,1.16,27.568,2.488,156.75,418.623,4.222,98.611,5.988,1.295
19911224,19911231,25.308,24.059,0.868,26.398,1.961,160.083,419.793,3.166,98.582,15.222,0.899
19920101,19920107,25.562,24.323,1.273,26.611,2.174,170.375,419.855,3.838,98.623,8.475,0.858
19920108,19920114,26.196,24.869,1.289,27.319,2.388,175.378,418.286,4.757,98.536,8.08,1.256
19920115,19920121,26.305,24.947,0.98,27.453,2.379,189.063,419.312,4.647,98.649,6.692,0.926
19920122,19920128,26.968,25.587,1.435,28.213,2.643,185.884,419.893,5.596,98.599,3.659,1.005
19920129,19920204,27.631,26.095,1.458,29.045,2.69,207.546,419.282,6.948,98.449,2.809,1.104
19920205,19920211,26.429,25.011,1.379,27.733,2.384,185.942,422.098,5.067,98.583,6.323,1.179
19920212,19920218,26.045,24.901,1.038,27.097,1.811,157.195,421.291,3.925,98.615,6.383,1.153
19920219,19920225,25.341,24.111,1.112,26.472,1.84,136.603,422.379,2.895,98.636,15.098,1.008
19920226,19920303,25.237,24.245,1.24,26.149,2.086,127.407,424.997,3.126,98.839,15.973,0.969
19920304,19920310,25.165,24.167,1.067,26.084,1.757,136.719,424.312,2.569,98.625,12.339,0.885
19920311,19920317,25.775,24.71,1.225,26.755,1.9,135.053,426.456,3.177,98.613,20.554,1.092
19920318,19920324,25.912,24.698,1.201,27.081,2.289,163.252,426.453,3.705,98.64,8.459,0.976
19920325,19920331,26.214,25.308,1.343,27.065,2.065,158.364,420.068,4.404,98.621,7.183,1.346
19920401,19920407,26.18,24.899,1.232,27.358,2.49,162.822,423.271,4.252,98.66,7.469,0.867
19920408,19920414,25.51,24.615,1.264,26.334,1.885,127.677,423.116,3.046,98.625,11.26,1.094
19920415,19920421,25.818,24.681,1.236,26.864,2.047,141.396,423.46,3.246,98.581,11.07,0.98
19920422,19920428,25.492,24.408,0.978,26.489,1.71,128.049,426.822,2.643,98.65,14.779,0.932
19920429,19920505,26.599,25.154,1.403,27.929,2.335,173.004,420.49,4.687,98.556,6.966,1.098
19920506,19920512,26.454,25.153,1.204,27.652,2.199,155.429,420.984,4.202,98.63,8.464,0.959
19920513,19920519,25.665,24.517,0.988,26.722,2.066,152.273,421.84,3.382,98.689,8.166,0.767
19920520,19920526,25.9,24.741,1.148,26.965,2.162,148.931,421.445,3.438,98.762,9.555,0.885
19920527,19920602,25.971,24.815,1.178,27.035,2.096,140.378,418.465,3.678,98.615,9.601,1.125
19920603,19920609,25.358,24.183,1.181,26.438,2.025,141.602,417.475,3.118,98.777,5.789,0.776
19920610,19920616,24.873,23.782,1.058,25.939,1.94,127.741,417.029,2.392,98.95,10.469,0.799
19920617,19920623,24.871,23.748,1.09,25.994,1.977,138.407,416.356,2.828,98.897,5.554,0.762
19920624,19920630,24.858,23.583,1.097,26.133,2.027,133.603,413.273,2.777,98.899,6.32,0.766
19920701,19920707,24.309,23.236,1.078,25.383,2.072,120.114,412.002,2.473,99.039,5.923,0.958
19920708,19920714,23.855,22.703,1.172,25.006,1.959,139.665,408.737,3.09,99.064,2.629,1.106
19920715,19920721,23.78,22.79,1.084,24.769,1.832,133.519,407.515,2.569,99.171,6.989,1.127
19920722,19920728,23.477,22.351,1.418,24.602,2.212,150.054,401.655,3.21,99.243,5.034,1.165
19920729,19920804,24.101,23.013,1.328,25.188,2.236,143.108,412.197,2.731,99.071,7.058,1.001
19920805,19920811,24.235,22.978,1.364,25.492,2.342,147.764,411.228,2.855,99.06,7.269,0.869
19920812,19920818,24.098,22.998,1.212,25.199,2.012,135.521,413.296,2.311,99.028,7.07,0.722
19920819,19920825,24.483,23.246,1.281,25.675,2.194,136.919,415.919,2.528,99.028,8.742,0.931
19920826,19920901,25.661,24.188,1.444,27.015,2.582,179.286,413.613,4.166,98.92,5.436,0.839
19920902,19920908,24.504,23.411,0.897,25.509,1.792,135.919,416.636,2.291,98.809,12.15,0.81
19920909,19920915,24.935,23.601,1.261,26.162,2.316,162.912,416.001,3.19,98.711,7.503,0.967
19920916,19920922,25.004,23.781,1.092,26.129,2.305,173.699,414.337,3.258,98.741,6.326,0.729
19920923,19920929,25.014,23.58,1.098,26.332,2.36,158.023,416.249,3.277,98.754,8.871,0.979
19920930,19921006,25.586,24.013,1.251,27.033,2.594,184.214,416.405,3.912,98.677,4.134,0.831
19921007,19921013,24.716,23.739,0.974,25.614,1.786,151.912,415.248,2.532,98.84,11.265,0.945
19921014,19921020,25.514,24.134,1.079,26.784,2.354,190.892,415.913,4.016,98.782,5.06,0.847
19921021,19921027,25.413,23.874,0.957,26.828,2.287,191.069,418.725,3.76,98.74,4.51,0.722
19921028,19921103,25.86,24.309,1.199,27.287,2.279,187.616,418.685,3.807,98.499,6.59,1.003
19921104,19921110,24.819,23.617,1.045,25.925,2.104,162.982,413.517,3.34,98.661,9.541,1.218
19921111,19921117,25.019,23.815,0.832,26.127,1.835,153.128,417.664,2.693,98.641,9.443,0.809
19921118,19921124,25.511,24.151,1.041,26.763,2.103,171.548,419.298,3.392,98.505,8.4,0.897
19921125,19921201,25.689,24.247,1.026,27.015,2.122,174.083,414.811,3.943,98.518,5.76,1.101
19921202,19921208,24.957,23.867,0.794,25.96,1.73,137.284,417.705,2.555,98.637,9.997,1.084
19921209,19921215,25.242,23.928,1.055,26.452,2.163,153.536,417.53,3.229,98.586,7.533,1.005
19921216,19921222,25.779,24.552,1.063,26.908,2.272,145.412,422.493,3.761,98.537,9.46,1.18
19921223,19921231,25.476,24.128,1.168,26.649,2.091,165.341,417.597,3.611,98.555,11.516,0.975
19930101,19930107,24.683,23.662,0.988,25.547,1.653,149.05,418.457,2.691,98.753,9.935,1.232
19930108,19930114,26.165,24.682,1.247,27.419,2.364,178.642,414.207,4.936,98.672,5.588,1.327
19930115,19930121,24.875,23.647,1.147,25.915,1.914,149.123,415.845,2.821,98.811,9.661,0.882
19930122,19930128,24.813,23.577,1.188,25.935,1.801,140.84,420.715,2.785,98.675,13.425,0.815
19930129,19930204,25.116,23.911,1.199,26.224,1.84,134.237,421.36,2.496,98.728,13.624,0.792
19930205,19930211,25.035,23.984,0.929,26.001,1.756,148.003,419.331,2.77,98.712,10.003,0.99
19930212,19930218,25.8,24.45,1.29,27.042,2.193,172.277,418.585,4.172,98.574,6.562,1.035
19930219,19930225,24.982,23.887,0.953,25.99,1.819,133.957,418.91,2.689,98.716,12.055,1.035
19930226,19930304,25.17,24.012,1.185,26.235,2.194,156.724,419.064,3.662,98.739,9.485,0.898
19930305,19930311,24.753,23.606,1.01,25.809,1.863,133.776,419.598,2.516,98.856,13.524,0.941
19930312,19930318,25.421,24.181,1.248,26.563,1.891,147.386,419.814,3.249,98.792,10.119,1.06
19930319,19930325,24.813,23.784,1.012,25.806,1.846,118.27,421.495,2.679,98.829,15.706,0.907
19930326,19930401,25.597,24.279,1.369,26.825,2.274,151.717,418.945,3.838,98.686,7.073,0.931
19930402,19930408,25.441,24.445,1.168,26.358,1.871,150.509,421.234,3.194,98.557,9.702,0.895
19930409,19930415,25.289,24.26,1.274,26.236,1.912,137.215,422.796,2.984,98.74,7.998,0.804
19930416,19930422,25.046,23.975,1.12,26.031,1.856,125.112,422.298,2.458,98.804,17.775,0.949
19930423,19930429,25.11,24.092,1.195,26.046,2.113,124.818,421.491,2.632,98.796,10.988,1.013
19930430,19930506,25.629,24.518,1.108,26.651,2.125,155.754,419.409,3.655,98.693,6.73,1.029
19930507,19930513,26.285,25.006,1.391,27.462,2.426,164.317,422.527,4.021,98.584,3.712,0.87
19930514,19930520,25.051,23.992,1.167,26.025,1.92,146.974,416.278,3.663,98.883,7.709,1.314
19930521,19930527,25.093,24.025,0.905,26.076,1.899,139.035,420.202,2.657,98.728,7.424,0.863
19930528,19930603,25.242,24.021,1.218,26.366,2.156,139.192,416.528,3.581,99.059,6.43,0.961
19930604,19930610,25.272,23.917,1.335,26.517,2.271,141.045,416.973,3.476,98.864,11.736,0.951
19930611,19930617,24.462,23.478,1.119,25.436,1.752,121.507,416.407,3.006,98.993,4.624,1.06
19930618,19930624,24.722,23.651,1.133,25.793,1.98,142.554,411.43,3.36,99.018,4.27,0.993
19930625,19930701,24.729,23.761,1.191,25.697,1.878,125.796,416.401,2.373,98.936,8.526,0.849
19930702,19930708,25.17,23.859,1.312,26.481,2.283,143.457,413.477,3.305,98.873,6.425,0.896
19930709,19930715,23.245,22.418,1.297,24.072,1.883,124.504,408.108,2.684,99.075,5.928,1.311
19930716,19930722,24.415,22.975,1.816,25.855,2.513,148.269,406.967,3.446,99.123,2.693,0.733
19930723,19930729,25.034,23.573,1.228,26.495,2.218,150.337,416.126,2.948,98.972,8.286,0.71
19930730,19930805,22.763,21.553,1.72,23.973,2.378,149.093,398.413,3.534,99.29,3.014,1.422
19930806,19930812,24.201,23.129,1.394,25.273,2.085,139.718,415.225,2.819,98.908,7.197,1.248
19930813,19930819,24.302,23.044,1.478,25.56,2.234,138.738,411.827,3.034,99.075,5.393,1.021
19930820,19930826,24.808,23.592,1.419,25.969,2.241,153.456,413.235,3.021,99.063,7.364,0.731
19930827,19930902,25.56,24.171,1.385,26.838,2.516,168.654,413.552,3.864,98.871,5.754,1.012
19930903,19930909,24.636,23.539,1.215,25.645,2.106,142.096,416.032,2.527,98.941,12.728,1.0
19930910,19930916,24.738,23.624,1.145,25.764,2.127,150.433,417.324,2.625,98.912,7.678,0.843
19930917,19930923,25.764,24.291,1.214,27.12,2.693,187.3,417.246,4.035,98.73,5.616,0.897
19930924,19930930,25.25,23.928,1.229,26.467,2.272,165.011,417.046,3.199,98.758,9.214,0.97
19931001,19931007,25.369,24.016,1.273,26.614,2.284,173.603,417.451,3.623,98.863,7.676,1.084
19931008,19931014,25.326,23.942,1.131,26.6,2.21,169.642,416.129,3.46,98.874,6.592,0.802
19931015,19931021,25.626,24.2,1.088,26.939,2.274,174.894,418.655,3.713,98.626,6.701,0.921
19931022,19931028,25.338,24.194,0.945,26.39,1.696,154.721,422.246,2.815,98.7,10.678,0.816
19931029,19931104,24.835,23.854,1.042,25.739,1.867,125.02,421.115,2.66,98.917,8.552,0.992
19931105,19931111,25.571,24.188,1.198,26.843,2.211,176.384,416.648,3.899,98.623,9.372,1.021
19931112,19931118,24.982,23.824,0.801,26.047,1.635,132.834,421.749,2.276,98.534,12.471,1.041
19931119,19931125,25.885,24.478,1.222,27.179,2.285,168.188,421.133,3.617,98.52,8.0,0.904
19931126,19931202,25.555,24.31,1.154,26.701,2.043,141.441,421.032,3.142,98.604,9.303,1.065
19931203,19931209,25.437,24.363,1.092,26.424,1.752,147.816,421.322,2.954,98.565,13.508,0.951
19931210,19931216,25.617,24.348,1.064,26.784,2.193,155.585,422.389,3.383,98.559,6.285,0.95
19931217,19931223,25.654,24.455,0.941,26.758,1.982,155.591,422.456,3.337,98.635,11.267,0.939
19931224,19931231,26.366,25.011,1.291,27.544,2.343,177.296,418.17,4.898,98.678,5.558,1.379
19940101,19940107,25.683,24.423,1.037,26.749,2.064,149.954,418.45,3.638,98.679,8.613,1.211
19940108,19940114,25.729,24.345,1.132,26.901,2.151,170.092,418.924,3.912,98.616,9.024,1.141
19940115,19940121,26.065,24.583,1.101,27.319,2.297,176.292,415.606,4.962,98.59,3.253,1.421
19940122,19940128,25.583,24.422,1.142,26.639,1.679,131.948,422.04,3.199,98.633,8.642,1.012
19940129,19940204,24.799,23.72,1.025,25.792,1.883,145.572,420.147,2.82,98.769,15.293,0.928
19940205,19940211,24.968,23.745,1.188,26.094,1.991,139.28,419.086,2.698,98.745,13.073,0.817
19940212,19940218,24.978,23.857,1.045,26.009,1.816,129.938,420.146,2.717,98.738,13.458,0.955
19940219,19940225,24.975,23.894,1.004,25.97,1.836,133.482,423.402,2.737,98.677,15.88,0.891
19940226,19940304,25.266,24.255,1.121,26.196,1.696,133.202,423.603,2.576,98.789,14.592,0.925
19940305,19940311,25.482,24.319,1.171,26.552,2.013,169.546,417.48,3.506,98.768,7.454,1.014
19940312,19940318,25.422,24.191,1.065,26.555,2.087,156.654,421.049,3.317,98.662,10.078,0.889
19940319,19940325,25.747,24.33,1.113,27.107,2.283,156.47,421.238,3.656,98.673,9.505,0.902
19940326,19940401,24.565,23.666,0.797,25.4,1.308,110.086,422.431,1.828,98.846,14.023,0.909
19940402,19940408,25.14,24.086,1.141,26.109,1.846,129.04,417.535,3.294,98.733,8.675,0.955
19940409,19940415,24.578,23.801,1.086,25.292,1.461,119.162,419.414,2.08,98.799,14.347,0.83
19940416,19940422,25.741,24.577,1.275,26.813,2.066,153.942,420.163,3.815,98.748,6.182,1.03
19940423,19940429,25.435,24.314,0.964,26.467,1.92,133.293,422.676,2.795,98.799,14.542,0.995
19940430,19940506,25.457,24.248,1.16,26.57,2.077,140.967,418.49,3.201,98.869,10.026,0.76
19940507,19940513,24.883,23.891,1.033,25.794,1.715,118.99,420.811,2.219,98.901,11.516,1.002
19940514,19940520,25.428,24.127,1.204,26.624,2.205,144.463,417.957,3.445,98.842,8.923,1.042
19940521,19940527,25.645,24.425,1.353,26.767,2.219,123.362,422.473,3.301,98.779,5.56,1.031
19940528,19940603,25.015,24.06,1.146,25.893,1.923,118.4,419.318,2.47,98.832,10.543,0.792
19940604,19940610,24.496,23.485,1.038,25.426,1.635,99.455,416.6,2.242,99.093,18.162,1.107
19940611,19940617,24.889,23.746,1.282,26.01,2.123,121.315,416.098,2.728,98.936,6.557,0.83
19940618,19940624,25.106,23.978,1.386,26.234,2.045,124.953,418.772,2.828,98.821,9.059,0.902
19940625,19940701,22.563,21.154,2.094,23.971,2.473,125.193,401.4,3.274,99.09,11.768,1.295
19940702,19940708,24.123,22.992,1.148,25.255,2.036,105.458,413.638,2.267,98.963,11.77,0.88
19940709,19940715,23.074,22.067,1.444,24.082,1.964,121.283,401.844,3.778,99.313,2.628,1.711
19940716,19940722,25.412,23.797,1.616,27.027,2.681,146.722,413.969,3.846,98.935,4.608,0.823
19940723,19940729,24.598,23.262,1.059,25.934,2.043,126.529,417.401,2.492,98.944,12.444,0.68
19940730,19940805,24.993,23.61,1.348,26.376,2.41,143.071,415.533,3.368,99.019,6.954,0.899
19940806,19940812,24.395,23.03,1.245,25.761,2.245,145.578,411.252,3.135,98.976,12.594,1.25
19940813,19940819,24.68,22.985,1.59,26.376,2.604,170.334,407.92,3.737,99.012,5.666,0.828
19940820,19940826,24.937,23.762,1.481,26.075,2.417,157.622,415.314,3.219,98.973,6.486,0.828
19940827,19940902,25.665,24.044,1.307,27.157,2.887,173.844,413.998,4.254,98.923,3.944,0.878
19940903,19940909,24.88,23.773,1.274,25.897,2.123,148.864,419.09,3.091,98.995,6.962,0.917
19940910,19940916,25.318,24.066,1.335,26.471,2.05,164.995,416.647,2.989,98.858,10.205,0.844
19940917,19940923,25.571,24.254,1.166,26.782,2.414,160.329,419.93,3.436,98.791,6.895,0.879
19940924,19940930,25.135,23.97,1.204,26.207,2.074,153.641,418.066,3.087,98.779,5.895,1.037
19941001,19941007,25.347,24.112,1.207,26.484,2.323,166.67,418.188,3.487,98.738,7.778,0.849
19941008,19941014,25.553,24.131,1.164,26.861,2.257,172.614,417.458,3.755,98.683,9.155,0.922
19941015,19941021,25.746,24.47,1.378,26.92,2.495,167.234,415.64,4.162,98.605,4.713,1.02
19941022,19941028,25.728,24.439,1.264,26.913,2.283,163.646,420.437,3.411,98.609,9.418,0.837
19941029,19941104,25.283,24.175,1.381,26.303,2.122,144.074,422.562,2.965,98.712,10.503,0.994
19941105,19941111,25.59,24.185,1.098,26.882,2.491,169.078,418.614,3.894,98.71,8.438,0.98
19941112,19941118,26.259,24.649,1.196,27.74,2.423,185.25,418.185,4.376,98.538,5.304,1.072
19941119,19941125,25.035,23.904,0.914,26.075,1.951,126.342,419.647,2.949,98.703,9.784,1.157
19941126,19941202,25.154,23.9,0.997,26.309,1.909,141.01,417.799,2.646,98.584,12.176,1.27
19941203,19941209,25.323,24.059,0.925,26.485,2.038,157.375,419.742,3.023,98.647,9.426,0.891
19941210,19941216,26.099,24.892,1.13,27.21,2.167,164.524,419.292,4.048,98.589,8.033,0.988
19941217,19941223,26.033,24.82,1.281,27.148,2.009,174.736,423.044,4.247,98.636,6.993,1.034
19941224,19941231,26.39,25.02,1.168,27.576,2.315,164.364,423.267,4.763,98.634,7.766,1.203
19950101,19950107,26.64,25.281,1.154,27.789,2.381,187.711,418.855,6.037,98.704,8.571,1.494
19950108,19950114,27.911,26.161,1.658,29.392,3.423,239.222,401.809,11.081,98.528,0.428,2.176
19950115,19950121,25.253,23.969,0.989,26.34,2.156,164.946,421.394,3.049,98.809,13.014,0.937
19950122,19950128,25.284,24.199,0.951,26.255,1.904,150.24,422.002,2.988,98.779,7.915,0.777
19950129,19950204,26.136,25.124,0.828,27.068,1.883,166.382,423.159,3.342,98.683,8.514,1.148
19950205,19950211,26.591,25.389,1.068,27.697,2.139,179.255,423.089,4.384,98.823,6.162,1.192
19950212,19950218,26.369,25.11,0.983,27.528,2.038,169.02,422.481,4.329,98.663,7.112,1.397
19950219,19950225,25.605,24.564,1.139,26.562,2.221,170.641,414.59,4.725,98.638,7.411,1.31
19950226,19950304,25.02,24.084,0.844,25.881,1.614,151.873,421.714,2.57,98.741,11.219,0.832
19950305,19950311,25.049,24.127,0.898,25.898,1.739,138.69,424.736,2.307,98.735,15.414,0.844
19950312,19950318,25.375,24.155,0.942,26.498,1.959,142.501,421.98,3.023,98.653,10.182,0.895
19950319,19950325,26.469,25.099,1.103,27.786,2.336,179.068,423.033,4.489,98.638,6.491,1.126
19950326,19950401,26.184,24.785,1.184,27.49,2.296,164.781,424.313,3.971,98.536,9.48,0.937
19950402,19950408,25.983,24.876,1.23,27.001,2.183,152.667,425.343,3.668,98.647,8.528,0.752
19950409,19950415,25.418,24.393,1.074,26.362,1.836,135.978,422.844,3.656,98.628,9.526,1.383
19950416,19950422,25.644,24.472,0.966,26.723,1.779,139.89,421.254,3.458,98.669,10.347,1.279
19950423,19950429,26.101,24.817,1.284,27.282,2.244,165.537,418.746,4.622,98.678,6.869,1.202
19950430,19950506,26.046,24.889,1.216,27.111,2.14,138.49,422.763,3.441,98.723,11.964,0.893
19950507,19950513,25.276,24.302,1.131,26.173,2.056,147.328,420.674,3.09,98.819,9.755,0.934
19950514,19950520,24.968,24.025,1.016,25.836,1.581,128.929,419.69,2.708,98.862,9.648,0.901
19950521,19950527,24.737,23.686,1.126,25.705,1.763,121.108,415.671,2.528,98.951,12.262,0.905
19950528,19950603,24.969,23.87,1.155,25.981,1.94,131.883,416.726,2.998,98.959,8.371,1.106
19950604,19950610,25.074,23.945,1.198,26.113,2.152,131.184,419.482,2.607,98.926,6.402,0.779
19950611,19950617,26.111,24.673,1.575,27.523,2.414,145.427,417.055,4.203,98.864,4.667,0.883
19950618,19950624,23.903,23.085,1.091,24.72,1.572,103.154,415.046,2.897,99.016,4.768,1.287
19950625,19950701,24.449,23.367,1.124,25.531,1.65,111.487,415.557,2.23,98.978,8.5,0.783
19950702,19950708,24.911,23.581,1.215,26.24,2.074,138.573,416.054,2.957,99.009,5.45,0.715
19950709,19950715,25.179,23.839,1.144,26.518,2.013,142.682,414.413,2.885,98.888,6.869,0.668
19950716,19950722,24.93,23.655,1.357,26.205,2.174,136.339,414.193,3.031,98.957,5.961,0.792
19950723,19950729,25.86,24.238,1.71,27.483,2.68,170.789,412.46,4.361,98.767,1.885,0.86
19950730,19950805,26.177,24.696,1.441,27.658,2.695,176.976,413.902,4.371,98.701,4.472,0.878
19950806,19950812,24.942,23.761,1.302,26.122,2.328,168.363,413.445,3.441,98.915,3.664,0.9
19950813,19950819,25.5,24.134,1.402,26.867,2.273,167.652,415.002,3.369,98.87,7.892,0.961
19950820,19950826,25.834,24.433,1.689,27.185,2.992,182.27,414.309,3.937,98.905,1.94,0.876
19950827,19950902,25.729,24.276,1.096,27.065,2.644,168.227,418.503,3.67,98.921,5.995,0.822
19950903,19950909,25.286,24.162,1.236,26.32,2.477,163.587,418.674,3.278,98.954,6.265,0.827
19950910,19950916,25.423,24.068,1.099,26.668,2.332,174.578,418.476,3.163,98.871,10.119,0.85
19950917,19950923,25.566,24.055,1.664,26.957,2.804,182.44,414.2,4.145,98.897,8.164,1.138
19950924,19950930,26.033,24.606,1.299,27.345,2.53,176.304,416.48,4.188,98.81,5.567,0.977
19951001,19951007,26.16,24.676,1.295,27.526,2.53,190.048,418.414,3.906,98.686,5.906,0.911
19951008,19951014,26.211,24.702,1.05,27.6,2.606,179.375,420.0,4.365,98.533,6.192,1.114
