TIMESTAMP_START,TIMESTAMP_END,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20180806,20180812,25.043,1.0,23.952,1.158,1.0,26.134,2.263,1.0,24.866,23.386,0.953,26.347,2.191,25.043,1.0,23.952,1.158,1.0,26.134,2.263,1.0,395.957,154.027,1.0,151.399,154.027,1.0,-9999,-9999,412.133,412.133,0.0,479.193,1.0,479.032,479.193,1.0,3.25,1.0,3.125,3.25,1.0,99.147,99.139,1.0,9.65,9.65,0.0,1.08,1.083,0.0238095,-9999,-9999,100.89170246527777,1.0,290.3541875,1.0,433.084,0.178571,24.807,1.0,-9999,-9999,74.9649,-9999,-9999,1.04774,12.3393,-9999,-9999,0.502609,-9999,-9999,24.0,24.0,20.1429,16.0,1.35046,0.0684524,0.362403,0.582136,1.41825,0.0684524,0.357516,0.579106,1.64405,0.0639137,0.139096,0.0854558,1.20361,1.33938,1.50519,1.97483,2.11476,2.99798,0.0684524,0.0684524,0.0684524,0.0684524,0.0684524,0.0595238,0.0446429,9.67692,1.99151,0.0,0.51414,0.905104,-7.07418,9.13712,0.136905,0.450981,0.483838,9.78723,2.04563,0.0,0.511241,0.903461,-7.05385,9.18135,0.136905,0.437519,0.471315,7.55382,9.38142,9.60338,9.96735,10.665,10.8712,11.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.38912,-7.11683,-7.10858,-7.01452,-6.85429,-6.76632,-6.40595,0.136905,0.136905,0.136905,0.136905,0.136905,0.119048,0.0297619,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.32184,6.36672,7.91744,0.371237,6.23212,6.30394,6.32184,6.64351,10.7222,11.3335,11.8425,6.9682,7.01226,7.99771,0.233166,6.90052,6.94288,6.97225,7.21928,9.62305,10.3706,10.6911,-9999,-9999
20180813,20180819,25.145,1.0,23.176,1.076,1.0,27.115,2.782,1.0,25.239,23.478,1.086,27.0,2.54,25.145,1.0,23.176,1.076,1.0,27.115,2.782,1.0,402.528,196.332,1.0,169.963,196.332,1.0,-9999,-9999,413.163,413.163,0.0,471.914,1.0,479.715,471.914,1.0,4.304,1.0,3.857,4.304,1.0,99.055,99.055,1.0,3.624,3.624,0.0,1.138,1.146,0.0386905,-9999,-9999,140.66962534722222,1.0,373.45155555555556,1.0,435.456,0.83631,24.965,1.0,-9999,-9999,95.4295,-9999,-9999,2.00788,19.3196,-9999,-9999,0.498762,-9999,-9999,24.0,24.0,24.0,17.7143,0.250168,0.6875,0.3609,0.755035,0.341989,0.6875,0.353048,0.751313,0.694207,0.683929,0.148462,-0.824291,0.0765181,0.250168,0.530288,1.08344,1.40291,2.24332,0.71131,0.6875,0.6875,0.696429,0.684524,0.684524,0.678571,10.063,1.69187,0.815476,0.463453,1.27532,-9.58083,9.85607,0.559524,0.525778,0.546468,10.2167,1.74431,0.815476,0.449118,1.27019,-9.55762,9.89706,0.559524,0.521142,0.54201,8.28135,9.77239,10.063,10.5872,11.4388,12.1487,13.4838,0.85119,0.815476,0.815476,0.809524,0.803571,0.803571,0.821429,-9.87,-9.63729,-9.60425,-9.55129,-9.37637,-9.3394,-9.15571,0.571429,0.565476,0.559524,0.535714,0.565476,0.571429,0.535714,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.14179,8.19995,9.54218,0.299931,7.80469,7.90638,8.05447,8.90493,10.6398,11.6943,13.0516,9.77561,9.88384,10.7199,0.180842,9.63363,9.68982,9.78667,10.292,11.4481,11.8856,12.977,-9999,-9999
20180820,20180826,24.712,1.0,23.708,1.32,1.0,25.677,2.453,1.0,24.522,23.053,1.145,25.926,2.342,24.712,1.0,23.708,1.32,1.0,25.677,2.453,1.0,409.154,163.085,1.0,169.74,163.085,1.0,-9999,-9999,411.782,411.782,0.0,465.386,1.0,478.799,465.386,1.0,3.913,1.0,3.548,3.913,1.0,99.098,99.099,1.0,7.063,7.063,0.0,1.1,1.113,0.675595,0.1854586493240248,0.6041666666666666,102.90747152777777,1.0,315.44725694444446,1.0,437.637,1.0,24.609,1.0,-9999,-9999,81.9724,-9999,-9999,2.18003,15.9114,-9999,-9999,0.744908,-9999,-9999,23.5714,24.4286,23.5714,22.7143,-0.640989,0.964286,0.376624,0.560261,-0.655631,0.964286,0.370622,0.556244,-0.310055,0.963318,0.137626,-0.940172,-0.816313,-0.70746,-0.638014,-0.151573,0.0132565,0.237378,0.964286,0.964286,0.96131,0.964286,0.970238,0.964286,0.964286,7.32652,2.73374,1.0,0.497393,0.864142,-8.31735,10.1326,0.930714,0.529648,0.543045,7.30115,2.64172,1.0,0.485052,0.857099,-8.32034,10.1281,0.930714,0.525631,0.539128,6.82894,7.06109,7.22628,7.32965,8.13207,8.47438,8.69553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.40589,-8.39225,-8.37077,-8.31735,-8.18177,-8.15249,-7.96228,0.930714,0.924762,0.930714,0.930714,0.942143,0.942143,0.924762,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.35409,9.15592,9.37605,0.255676,5.93724,8.04531,8.21454,9.57375,9.93011,10.3365,11.0669,8.90308,8.73239,8.8712,0.111722,7.18642,8.37031,8.587,8.80081,9.16869,9.41907,9.61636,-9999,-9999
20180827,20180902,25.462,1.0,23.887,1.389,1.0,26.91,2.784,1.0,25.347,23.478,1.299,27.066,2.843,25.462,1.0,23.887,1.389,1.0,26.91,2.784,1.0,415.605,185.692,1.0,188.556,185.692,1.0,-9999,-9999,412.067,412.067,0.0,475.131,1.0,478.988,475.131,1.0,5.098,1.0,4.581,5.098,1.0,98.904,98.893,1.0,3.987,3.987,0.0,1.126,1.255,0.610119,-9999,-9999,125.54862916666666,1.0,355.8411493055555,1.0,435.576,1.0,24.924,1.0,-9999,-9999,99.9996,-9999,-9999,2.81653,15.2847,-9999,-9999,0.854016,-9999,-9999,23.0,25.0,23.0,24.5714,-0.301106,0.949405,0.37538,0.438527,-0.302332,0.949405,0.371156,0.434917,-0.346396,0.939435,0.0753457,-0.832254,-0.665467,-0.602529,-0.427922,-0.301106,-0.212053,0.107845,0.949405,0.952381,0.96131,0.940476,0.949405,0.928571,0.910714,8.16181,2.26052,1.0,0.522359,0.619231,-8.06597,10.1088,0.902857,0.50139,0.532929,8.15869,2.26003,1.0,0.513451,0.611734,-8.06537,10.1098,0.902857,0.4985,0.530211,7.18279,7.83452,7.94826,8.12968,8.26858,8.49962,9.13688,1.0,1.0,1.0,1.0,1.0,0.975155,0.975155,-8.69142,-8.4272,-8.36657,-8.29725,-8.2467,-8.06597,-8.05646,0.851429,0.925714,0.908571,0.891429,0.902857,0.902857,0.902857,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.80978,6.56409,6.68793,0.322359,4.20204,4.7702,4.88282,6.509,7.74031,7.93551,8.534,8.17775,7.58898,7.7942,0.163631,6.62147,6.95176,7.11559,7.59022,8.17775,8.33804,9.12102,-9999,-9999
20180903,20180909,25.757,1.0,24.23,1.641,1.0,27.162,2.966,1.0,25.114,23.35,1.473,26.737,2.792,25.757,1.0,24.23,1.641,1.0,27.162,2.966,1.0,421.672,187.195,1.0,193.541,187.195,1.0,-9999,-9999,400.27,400.27,0.0,471.772,1.0,471.162,471.772,1.0,7.033,1.0,4.938,7.033,1.0,98.928,98.922,1.0,2.914,2.914,0.0,1.188,1.26,0.717262,0.18787539924242425,0.78125,128.18915708333333,1.0,376.37581597222226,1.0,449.733,1.0,24.697,1.0,-9999,-9999,88.8582,-9999,-9999,2.64693,13.3268,-9999,-9999,0.809963,-9999,-9999,23.0,25.0,23.0,25.0,0.985725,0.97619,0.402583,0.82641,0.976343,0.97619,0.403361,0.82679,0.91496,0.971577,0.109653,0.00912231,0.0540703,0.202992,0.985725,1.23714,1.49751,1.65681,0.97619,0.979167,0.97619,0.97619,0.973214,0.979167,0.973214,9.1983,3.1068,0.987578,0.564655,1.5122,-6.63865,10.8513,0.965714,0.533811,0.580909,9.18407,3.10572,0.987578,0.566584,1.51292,-6.64292,10.845,0.965714,0.534092,0.581167,7.61744,7.76236,8.08191,9.1983,9.93203,10.568,10.9753,0.981366,0.987578,0.981366,0.987578,0.987578,1.0,0.968944,-7.28916,-7.08407,-7.04133,-6.76567,-6.63865,-6.62581,-6.46792,0.908571,0.971429,0.971429,0.971429,0.965714,0.965714,0.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.27896,9.09169,9.68153,0.405558,6.80438,7.92514,8.96444,9.25366,9.54281,11.9647,15.6949,8.78411,8.82695,9.22623,0.218059,7.65282,8.06887,8.75501,8.81293,9.09834,10.6649,12.7752,-9999,-9999
20180910,20180916,26.253,1.0,24.603,1.4,1.0,27.771,3.014,1.0,26.232,24.419,1.254,27.9,2.808,26.253,1.0,24.603,1.4,1.0,27.771,3.014,1.0,427.169,187.266,1.0,190.674,187.266,1.0,-9999,-9999,417.384,417.384,0.0,487.276,1.0,482.515,487.276,1.0,5.307,1.0,4.83,5.307,1.0,98.689,98.673,1.0,3.185,3.185,0.0,1.037,1.174,0.52381,0.172532736965812,0.579861111111111,133.14223194444443,1.0,381.02003819444445,1.0,450.004,0.997024,25.342,1.0,-9999,-9999,90.2314,-9999,-9999,2.58933,15.1242,-9999,-9999,0.855837,-9999,-9999,23.0,25.0,23.0,25.0,0.675502,0.91369,0.402866,0.607072,0.625664,0.91369,0.403486,0.607483,0.670216,0.895685,0.107786,-0.0548559,-0.00158397,0.025975,0.655575,0.830905,0.906677,1.52573,0.919643,0.91369,0.919643,0.91369,0.842262,0.854167,0.916667,10.2164,3.124,1.0,0.592562,1.19926,-8.14928,11.2766,0.834286,0.508332,0.547897,10.1264,3.07465,1.0,0.592535,1.19925,-8.15869,11.2587,0.834286,0.510037,0.54948,8.99857,9.02061,9.03943,10.1843,10.6595,11.1059,12.4801,1.0,1.0,1.0,1.0,1.0,0.950311,0.906832,-8.683,-8.54419,-8.38135,-8.2509,-8.14928,-8.13534,-7.92579,0.714286,0.771429,0.845714,0.845714,0.834286,0.834286,0.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.41378,9.19732,9.29383,0.3107,6.68973,7.23637,8.41378,8.99209,9.86987,10.0343,12.5775,8.9457,9.08186,9.329,0.179662,8.18209,8.52638,8.76157,9.00715,9.42151,9.91889,11.7883,-9999,-9999
20180917,20180923,27.048,1.0,24.953,1.867,1.0,28.975,3.358,1.0,26.572,24.646,1.373,28.343,2.817,27.048,1.0,24.953,1.867,1.0,28.975,3.358,1.0,431.943,219.752,1.0,185.236,219.752,1.0,-9999,-9999,416.812,416.812,0.0,485.262,1.0,482.135,485.262,1.0,7.069,1.0,4.88,7.069,1.0,98.723,98.687,1.0,7.49,7.49,0.0,0.984,1.05,0.199405,-9999,-9999,161.2929489236111,1.0,436.2794548611111,1.0,441.11,0.940476,25.435,1.0,-9999,-9999,104.627,-9999,-9999,2.76625,18.744,-9999,-9999,0.77706,-9999,-9999,23.0,25.0,23.0,25.0,-1.04245,0.693452,0.462544,0.691816,-1.02871,0.693452,0.46688,0.694723,-0.866505,0.663021,0.0671819,-1.34193,-1.29649,-1.22826,-1.04245,-0.656127,-0.267581,-0.158988,0.741071,0.714286,0.714286,0.693452,0.485119,0.627976,0.473214,7.54117,1.84335,0.832298,0.652556,1.22799,-8.86662,10.7495,0.565714,0.609895,0.636197,7.56296,1.80647,0.832298,0.670903,1.23784,-8.86125,10.7581,0.565714,0.60433,0.630864,7.00659,7.09952,7.27448,7.55711,8.58994,9.18004,9.90502,0.906832,0.906832,0.850932,0.850932,0.720497,0.68323,0.534161,-9.41153,-9.22332,-8.96506,-8.92734,-8.86662,-8.86125,-8.79081,0.422857,0.457143,0.588571,0.588571,0.565714,0.565714,0.537143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.9781,6.17895,7.00061,0.378744,3.98787,5.00772,5.32215,6.64803,7.0698,8.35099,11.2359,7.57492,7.46807,8.03386,0.229128,6.7872,6.9758,7.28187,7.52184,7.70982,9.21466,10.9389,-9999,-9999
20180924,20180930,27.108,1.0,25.134,1.049,1.0,28.924,2.932,1.0,26.853,24.94,0.954,28.613,2.764,27.108,1.0,25.134,1.049,1.0,28.924,2.932,1.0,435.874,214.344,1.0,195.071,214.344,1.0,-9999,-9999,419.484,419.484,0.0,492.457,1.0,483.908,492.457,1.0,5.758,1.0,5.046,5.758,1.0,98.654,98.631,1.0,5.091,5.091,0.0,0.93,1.086,0.443452,-9999,-9999,155.13517885416667,1.0,431.72145833333326,1.0,441.735,0.994048,25.657,1.0,-9999,-9999,102.94,-9999,-9999,2.40834,19.5096,-9999,-9999,0.582389,-9999,-9999,23.0,25.0,23.0,25.0,-2.46426,0.904762,0.491459,0.961665,-2.21921,0.904762,0.491845,0.961862,-2.0628,0.888988,0.182893,-4.08327,-2.60102,-2.54904,-2.47362,-1.4011,-0.947815,-0.379646,0.815476,0.907738,0.907738,0.904762,0.889881,0.886905,0.872024,4.61869,2.98223,0.962733,0.717575,1.81015,-8.80857,10.0164,0.851429,0.625302,0.641564,5.073,2.88198,0.962733,0.720377,1.81127,-8.77315,10.0691,0.851429,0.623611,0.639916,2.46007,4.46429,4.52341,4.62237,6.47265,7.78799,8.99012,0.881988,0.968944,0.968944,0.962733,0.962733,0.968944,0.975155,-9.81814,-8.97334,-8.9275,-8.81864,-8.73273,-8.68627,-8.51167,0.754286,0.777143,0.857143,0.851429,0.794286,0.788571,0.817143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.51847,7.68261,7.84318,0.365855,3.22547,5.67426,6.63696,7.8378,9.47658,9.58949,11.3014,9.03157,8.71766,9.05152,0.198133,7.11998,7.90367,8.31037,9.01962,9.28279,10.186,10.8116,-9999,-9999
20181001,20181007,25.723,1.0,24.473,1.03,1.0,26.872,2.448,1.0,25.664,24.504,0.941,26.731,1.788,25.723,1.0,24.473,1.03,1.0,26.872,2.448,1.0,438.883,164.842,1.0,144.837,164.842,1.0,-9999,-9999,422.479,422.479,0.0,485.938,1.0,485.895,485.938,1.0,3.48,1.0,3.072,3.48,1.0,98.754,98.737,1.0,9.744,9.744,0.0,0.87,1.134,0.8125,0.20053279831942405,0.78125,115.37579239583333,1.0,339.3287534722223,1.0,448.142,1.0,25.332,1.0,-9999,-9999,85.0617,-9999,-9999,2.29819,17.0989,-9999,-9999,0.494303,-9999,-9999,23.0,25.0,23.0,24.8571,-0.663234,0.991071,0.522212,0.590225,-0.694085,0.994048,0.505826,0.575777,-0.749013,0.987649,0.115037,-2.65494,-0.900557,-0.806361,-0.663234,-0.430803,-0.350432,0.164185,0.97619,0.985119,0.991071,0.991071,0.991071,0.994048,0.991071,7.48172,4.08113,0.993789,0.760352,0.906811,-8.1103,12.0008,0.988571,0.666119,0.69017,7.46179,3.70297,1.0,0.733391,0.884327,-8.14905,11.9658,0.988571,0.648235,0.672926,4.63589,7.08135,7.24833,7.46732,7.84083,8.06962,8.72923,0.993789,0.993789,0.993789,0.993789,1.0,1.0,1.0,-9.17719,-8.28007,-8.17956,-8.1313,-8.07139,-7.91884,-7.71005,0.96,0.982857,0.988571,0.988571,0.988571,0.96,0.977143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.98298,10.33,9.68417,0.156965,7.17241,8.69043,9.0995,9.96246,10.2356,10.4177,10.7149,9.96961,10.0871,9.88762,0.0839909,8.62393,9.26435,9.80741,9.94677,10.1431,10.2084,10.5911,-9999,-9999
20181008,20181014,25.694,1.0,24.143,0.774,1.0,27.12,2.288,1.0,25.668,24.508,0.862,26.735,1.841,25.694,1.0,24.143,0.774,1.0,27.12,2.288,1.0,440.937,153.611,1.0,136.492,153.611,1.0,-9999,-9999,421.151,421.151,0.0,486.354,1.0,485.013,486.354,1.0,3.508,1.0,3.293,3.508,1.0,98.755,98.739,1.0,3.987,3.987,0.0,1.058,1.196,0.872024,0.18342796493238858,0.8784722222222222,119.22341493055556,1.0,342.3014444444445,1.0,447.194,1.0,25.247,1.0,-9999,-9999,65.4433,-9999,-9999,2.07788,14.0644,-9999,-9999,0.44795,-9999,-9999,23.0,25.0,23.0,25.0,-0.510709,0.970238,0.555046,0.629823,-0.374457,0.970238,0.527338,0.605546,-0.428794,0.966443,0.0814141,-1.75326,-0.639765,-0.499232,-0.349756,-0.191193,-0.044449,0.105693,0.952381,0.970238,0.970238,0.970238,0.970238,0.970238,0.973214,6.75828,5.0993,1.0,0.806743,0.896234,-7.16253,11.6072,0.942857,0.709758,0.76524,7.01068,5.07974,1.0,0.756978,0.851713,-7.14265,11.3236,0.942857,0.683341,0.740804,5.16204,6.62988,6.75828,6.98787,7.17399,7.41065,7.61303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.99297,-7.45415,-7.15402,-7.03084,-6.96242,-6.88201,-6.75837,0.908571,0.88,0.942857,0.942857,0.942857,0.942857,0.942857,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.8367,10.7803,10.7544,0.147605,8.686,9.83817,10.1593,10.8887,11.4577,11.57,11.9364,9.65542,9.5478,9.47603,0.0816202,8.41587,9.09931,9.31324,9.52698,9.79505,9.8526,9.9513,-9999,-9999
20181015,20181021,27.749,0.806548,26.075,1.63,0.838509,29.288,2.788,0.777143,26.855,25.101,1.259,28.47,2.489,27.129,0.806548,25.628,1.502,0.838509,28.51,2.577,0.777143,442.052,215.516,0.8125,186.341,194.455,0.8125,-9999,-9999,421.349,421.349,0.0,498.769,0.806548,485.145,493.829,0.806548,6.469,0.806548,4.519,5.442,0.806548,98.544,98.528,0.776786,7.16,7.16,0.0,0.993,1.175,0.699405,0.14844311848894348,0.7430555555555557,152.30520374999998,0.8333333333333334,427.3149583333334,0.8333333333333334,452.516,0.806548,25.657,1.0,-9999,-9999,94.7533,-9999,-9999,2.21238,22.6506,-9999,-9999,0.442978,-9999,-9999,23.0,25.0,23.0,25.0,0.0122404,0.714286,0.57584,0.857794,-0.440203,0.714286,0.552409,0.842244,-0.244669,0.702455,0.0981497,-1.44728,-0.897062,-0.765051,-0.218339,0.0958736,0.374503,0.664288,0.651786,0.714286,0.717262,0.714286,0.714286,0.708333,0.690476,8.34663,5.21341,0.838509,0.843357,1.41038,-7.65626,10.7577,0.6,0.730149,0.856097,7.52435,4.50109,0.838509,0.802197,1.38616,-7.73686,10.6583,0.6,0.70707,0.836501,5.82666,6.79917,7.34945,8.34663,8.96169,9.06008,9.50045,0.838509,0.838509,0.813665,0.838509,0.813665,0.78882,0.813665,-9.03499,-8.51481,-7.74551,-7.70241,-7.63541,-7.62087,-7.45577,0.582857,0.577143,0.6,0.6,0.6,0.6,0.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.90462,3.4744,8.41027,0.826865,1.69509,1.83926,2.25677,9.78544,12.9336,13.4046,16.0313,7.86757,8.49568,9.97723,0.292005,7.72604,7.86982,7.99607,9.98915,11.5563,11.8406,12.9139,-9999,-9999
20181022,20181028,26.051,0.502976,25.004,1.07,0.534161,27.015,1.865,0.474286,26.226,24.851,0.924,27.491,2.043,26.302,0.502976,24.969,1.143,0.534161,27.528,2.107,0.474286,442.293,135.339,0.508929,166.827,168.886,0.508929,-9999,-9999,423.239,423.239,0.0,491.561,0.502976,486.398,488.908,0.502976,3.49,0.502976,3.509,3.869,0.502976,98.638,98.629,0.46131,7.554,7.554,0.0,0.905,1.016,0.46131,-9999,-9999,-9999,-9999,-9999,-9999,438.214,0.497024,25.525,1.0,-9999,-9999,84.5262,-9999,-9999,2.24864,13.4083,-9999,-9999,0.466936,-9999,-9999,23.0,25.0,23.0,25.0,-1.11988,0.494048,0.534523,0.582968,-1.16859,0.494048,0.525211,0.574442,-1.20788,0.492932,0.0503879,-1.88273,-1.52745,-1.38212,-1.18797,-1.11988,-1.0621,-0.607583,0.485119,0.494048,0.494048,0.494048,0.494048,0.494048,0.494048,7.60777,5.0333,0.534161,0.804822,1.30093,-9.07115,10.8668,0.457143,0.655611,1.43983,7.5003,5.02354,0.534161,0.797312,1.2963,-9.06241,10.881,0.457143,0.63736,1.43161,7.04174,7.34887,7.5003,7.60209,8.88288,9.39306,10.1325,0.534161,0.534161,0.534161,0.534161,0.534161,0.534161,0.534161,-11.9692,-11.6218,-10.6067,-9.16417,-9.07115,-9.05797,-9.00886,0.44,0.451429,0.457143,0.457143,0.457143,0.457143,0.457143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.97537,4.06657,8.19123,0.672183,3.87732,4.29338,4.3293,6.56739,11.6541,14.2407,15.6874,9.00666,8.95942,10.3861,0.266633,8.85025,8.98176,9.0069,9.63489,11.783,12.5835,13.606,-9999,-9999
