TIMESTAMP_START,TIMESTAMP_END,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20180514,20180520,25.723,1.0,24.344,0.909,1.0,26.992,2.117,1.0,25.629,24.411,0.832,26.75,1.78,25.723,1.0,24.344,0.909,1.0,26.992,2.117,1.0,388.785,135.115,0.973214,134.333,135.501,0.973214,-9999,-9999,418.291,418.291,0.0,488.3,0.973214,483.116,487.679,0.973214,3.215,1.0,3.447,3.215,1.0,98.828,98.812,1.0,8.208,8.208,0.0,0.853,1.049,0.735119,0.1780219656736121,0.798611111111111,110.36207680555556,1.0,344.89078819444444,1.0,443.754,1.0,25.23,1.0,-9999,-9999,67.569,-9999,-9999,2.50992,12.8686,-9999,-9999,0.483181,-9999,-9999,23.0,25.0,23.0,25.0,-1.98352,0.96131,0.495487,0.744987,-1.98837,0.96131,0.485054,0.73809,-1.91648,0.952307,0.110702,-3.06351,-2.65483,-2.22541,-1.98837,-1.72913,-1.54218,-0.71628,0.895833,0.895833,0.967262,0.96131,0.958333,0.946429,0.955357,6.12354,5.7576,1.0,0.716061,1.03312,-9.30356,10.0399,0.925714,0.637531,0.829998,6.15491,5.33189,1.0,0.695719,1.01912,-9.3414,10.0392,0.925714,0.629074,0.823519,4.87734,5.53687,5.6042,5.82721,6.56453,7.02628,8.08582,0.993789,0.919255,1.0,1.0,1.0,0.993789,1.0,-10.6233,-9.82285,-9.3414,-9.2791,-9.18601,-8.75992,-8.51712,0.874286,0.874286,0.925714,0.937143,0.942857,0.914286,0.942857,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.28529,8.05452,7.71331,0.301576,4.23707,5.53845,6.58936,7.91367,8.45472,9.8211,10.0798,8.29876,8.51199,8.15297,0.207381,5.37099,6.43578,7.83816,8.33968,8.78033,9.32741,9.74126,-9999,-9999
20180521,20180527,24.689,1.0,23.876,0.803,1.0,25.437,1.732,1.0,24.849,23.79,0.82,25.823,1.85,24.689,1.0,23.876,0.803,1.0,25.437,1.732,1.0,382.92,133.697,1.0,119.494,133.697,1.0,-9999,-9999,417.435,417.435,0.0,477.97,1.0,482.549,477.97,1.0,2.358,1.0,3.029,2.358,1.0,99.004,99.0,1.0,7.589,7.589,0.0,1.226,1.117,0.785714,0.2085072648001949,0.8194444444444445,78.53893246527778,1.0,269.6377361111111,1.0,447.062,1.0,24.813,1.0,-9999,-9999,65.9223,-9999,-9999,2.38147,8.8571,-9999,-9999,0.506707,-9999,-9999,23.0,25.0,23.0,25.0,-1.91761,1.0,0.464569,1.45033,-1.68438,1.0,0.455468,1.44744,-2.12348,0.976414,0.184422,-4.86433,-3.69062,-2.25576,-1.91761,-1.53761,-0.942803,-0.649273,0.717262,0.991071,1.0,1.0,1.0,0.997024,0.991071,5.59877,4.93197,1.0,0.719674,2.31967,-8.69884,10.495,1.0,0.548128,0.680027,6.03635,4.87172,1.0,0.69946,2.31348,-8.66988,10.564,1.0,0.544116,0.676797,0.77656,2.87683,4.99108,5.55474,6.35328,7.28724,7.80602,0.78882,1.0,1.0,1.0,1.0,1.0,1.0,-9.85361,-9.32766,-8.7654,-8.69884,-8.62729,-8.52269,-8.33597,0.982857,0.92,1.0,1.0,1.0,0.982857,0.982857,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.63029,8.40322,8.4968,0.18042,5.89738,7.28087,8.12028,8.67993,9.37893,9.59424,9.76894,9.39695,9.04237,8.99887,0.0969052,7.61082,8.33386,8.94053,9.1827,9.39695,9.42951,9.56742,-9999,-9999
20180528,20180603,25.699,0.994048,24.553,0.97,1.0,26.752,2.039,0.988571,25.487,24.336,0.813,26.546,1.641,25.697,0.994048,24.553,0.97,1.0,26.749,2.042,0.988571,377.975,151.172,0.994048,123.466,150.477,0.994048,-9999,-9999,419.407,419.407,0.0,485.473,0.994048,483.857,485.503,0.994048,2.744,0.994048,2.275,2.736,0.994048,98.884,98.866,0.994048,11.346,11.346,0.0,0.922,1.111,0.946429,0.16715887499614554,0.954861111111111,103.69343017676768,0.9861111111111112,337.1296631944445,0.9861111111111112,450.748,1.0,25.179,1.0,-9999,-9999,71.739,-9999,-9999,1.99991,10.0261,-9999,-9999,0.545727,-9999,-9999,23.0,25.0,23.0,25.0,-2.14197,0.973214,0.458162,0.591702,-2.00012,0.973214,0.446514,0.582729,-2.08076,0.971875,0.0575034,-2.91687,-2.43587,-2.31787,-2.12489,-1.91427,-1.68701,-1.50339,0.973214,0.970238,0.973214,0.973214,0.973214,0.970238,0.970238,5.55524,4.7157,1.0,0.751172,1.06296,-9.0739,9.19431,0.948571,0.490909,0.498987,6.00245,4.39592,1.0,0.723644,1.04369,-9.22289,9.42938,0.948571,0.489164,0.497271,3.76245,5.11775,5.33753,5.68828,6.09864,6.62192,6.95007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.38418,-9.23284,-9.22313,-9.16622,-9.0739,-9.05399,-8.8345,0.942857,0.948571,0.948571,0.948571,0.948571,0.948571,0.948571,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.75225,7.14645,6.42806,0.0973221,5.03341,5.92531,6.04327,6.58516,6.79533,6.9097,7.12517,8.03144,8.30115,8.07834,0.0505459,7.33106,7.89813,7.938,8.06451,8.29473,8.31525,8.43971,-9999,-9999
20180604,20180610,24.26,0.967262,23.207,0.977,1.0,25.23,1.81,0.937143,24.319,23.203,0.952,25.347,1.86,24.223,0.967262,23.207,0.977,1.0,25.159,1.743,0.937143,374.146,139.747,0.970238,126.565,138.402,0.970238,-9999,-9999,413.253,413.253,0.0,457.437,0.967262,479.775,456.885,0.967262,3.108,0.967262,3.959,3.048,0.967262,99.081,99.068,0.928571,3.248,3.248,0.0,1.453,1.286,0.925595,0.23924759027777778,1.0,91.59069034722222,1.0,292.0280451388889,1.0,440.131,0.967262,24.512,1.0,-9999,-9999,77.367,-9999,-9999,2.20885,11.7163,-9999,-9999,0.57362,-9999,-9999,23.0,25.0,23.0,25.0,-0.775374,0.964286,0.468373,0.567777,-0.748668,0.964286,0.452853,0.555044,-0.938344,0.960863,0.0551578,-1.72093,-1.33173,-1.17035,-0.776644,-0.711319,-0.689862,-0.648178,0.949405,0.949405,0.964286,0.964286,0.964286,0.964286,0.964286,6.04508,6.00682,1.0,0.763468,0.975083,-6.99607,10.0002,0.931429,0.50756,0.533194,6.09843,5.90462,1.0,0.731662,0.950385,-6.99575,10.0044,0.931429,0.498922,0.524979,4.48232,4.88718,5.15695,5.81123,5.94737,6.10028,6.17675,0.993789,0.993789,1.0,1.0,1.0,1.0,1.0,-7.20744,-7.03471,-6.99577,-6.90978,-6.80017,-6.70804,-6.67133,0.908571,0.914286,0.925714,0.931429,0.931429,0.931429,0.931429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.21671,7.289,7.16172,0.124529,5.43366,6.39377,6.83729,7.28306,7.38794,7.66231,8.48094,7.56227,7.55558,7.53078,0.0448597,6.98272,7.15407,7.47898,7.55967,7.59052,7.67255,8.04725,-9999,-9999
20180611,20180617,23.054,0.291667,22.446,0.733,0.321429,23.651,1.213,0.261905,24.248,23.136,0.847,25.35,1.599,24.161,0.291667,23.058,0.872,0.321429,25.256,1.551,0.261905,371.578,90.647,0.300595,119.074,123.408,0.300595,-9999,-9999,412.3,412.3,0.0,459.341,0.291667,479.142,473.448,0.291667,2.016,0.291667,3.567,3.086,0.291667,99.195,99.198,0.232143,6.633,6.633,0.0,1.368,1.368,0.0,-9999,-9999,-9999,-9999,-9999,-9999,455.797,0.151786,24.569,1.0,-9999,-9999,59.2675,-9999,-9999,1.5967,8.15661,-9999,-9999,0.517134,-9999,-9999,23.8571,24.1429,23.8571,24.1429,-0.516041,0.107143,0.39342,1.31374,-0.583351,0.107143,0.406467,1.3177,-0.162043,0.0869792,0.160915,-1.83167,-1.60539,-0.757634,-0.307778,0.789574,0.901501,1.49729,0.107143,0.0684524,0.107143,0.0,0.122024,0.122024,0.122024,4.91898,4.56601,0.196429,0.612165,0.854572,-5.85291,7.60485,0.0178571,0.449677,1.72069,4.81386,4.6474,0.196429,0.648091,0.880664,-5.87542,7.5802,0.0178571,0.443065,1.71897,2.65413,4.21193,4.34339,4.53331,5.24309,5.40449,5.67906,0.196429,0.0,0.202381,0.202381,0.0,0.202381,0.202381,-6.35442,-6.08262,-5.90848,-5.82733,-2.86428,-2.76083,-2.69274,0.0,0.0178571,0.0178571,0.0,0.0416667,0.0416667,0.0416667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.21885,6.75999,7.63914,0.201253,6.37978,6.60638,6.87404,7.21885,7.90509,8.92229,10.6256,6.07274,5.98734,6.59309,0.0946196,5.98953,6.02591,6.09859,6.43797,7.09317,7.39295,7.56757,-9999,-9999
20180618,20180624,25.171,1.0,23.665,1.393,1.0,26.677,2.283,1.0,24.925,23.203,1.157,26.647,2.355,25.171,1.0,23.665,1.393,1.0,26.677,2.283,1.0,370.368,171.588,1.0,160.358,171.588,1.0,-9999,-9999,404.135,404.135,0.0,471.337,1.0,473.726,471.337,1.0,5.007,1.0,4.755,5.007,1.0,99.175,99.171,1.0,2.99,2.99,0.0,1.161,1.147,0.0684524,-9999,-9999,108.73256038194442,1.0,332.48963541666666,1.0,440.14,0.428571,24.547,1.0,-9999,-9999,86.1598,-9999,-9999,2.14313,16.464,-9999,-9999,0.495213,-9999,-9999,24.0,24.0,20.8571,17.1429,-1.48981,0.184524,0.476321,1.6803,-1.72548,0.184524,0.476862,1.68046,-2.28166,0.174256,0.204969,-4.51755,-4.35875,-3.30568,-1.71951,-1.35654,-1.136,-0.983561,0.169643,0.169643,0.166667,0.178571,0.178571,0.178571,0.178571,6.02208,1.35873,0.0,0.625848,2.83155,-8.89339,8.84691,0.369048,0.674578,0.756466,5.6002,1.40226,0.0,0.633267,2.8332,-8.92572,8.80609,0.369048,0.666295,0.749089,0.500687,1.02317,2.67476,5.6002,6.02208,6.5462,6.70796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.42377,-9.3199,-9.06732,-8.89339,-8.67825,-8.63525,-8.60357,0.339286,0.327381,0.333333,0.369048,0.357143,0.357143,0.357143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.88346,6.48832,8.11166,0.354604,6.31853,6.50072,6.64727,6.88346,8.25513,11.6871,12.2721,6.63567,6.57446,7.88882,0.20747,6.53274,6.58149,6.63567,7.88411,9.2296,9.55717,9.57486,-9999,-9999
20180625,20180701,25.251,1.0,23.89,1.252,1.0,26.612,2.511,1.0,25.05,23.542,1.128,26.559,2.327,25.251,1.0,23.89,1.252,1.0,26.612,2.511,1.0,370.553,162.659,1.0,140.337,162.659,1.0,-9999,-9999,410.87,410.87,0.0,474.838,1.0,478.194,474.838,1.0,3.582,1.0,3.53,3.582,1.0,98.934,98.907,1.0,4.92,4.92,0.0,1.026,1.122,0.154762,-9999,-9999,101.36964756944444,1.0,314.9512534722223,1.0,422.41,0.955357,24.854,1.0,-9999,-9999,86.4484,-9999,-9999,7.04323,15.1034,-9999,-9999,2.28506,-9999,-9999,24.0,24.0,0.0,2.85714,-1.37242,0.449405,0.960696,2.00102,-1.60014,0.449405,0.960696,2.00102,-2.35496,0.434301,0.239297,-5.42903,-4.59455,-3.9636,-1.50759,-1.37242,-1.08393,-0.963585,0.404762,0.380952,0.354167,0.446429,0.449405,0.449405,0.449405,6.15019,1.54124,0.00595238,-9999,-9999,-8.79525,11.1268,0.892857,0.925772,1.07345,5.7132,1.55917,0.00595238,-9999,-9999,-8.79713,11.124,0.892857,0.925772,1.07345,-0.690409,0.665997,1.9209,5.72995,6.15019,6.70362,6.94039,0.0,0.0,0.00595238,0.00595238,0.00595238,0.00595238,0.00595238,-10.1725,-9.72473,-8.94369,-8.7975,-8.79267,-8.638,-8.62435,0.791667,0.803571,0.892857,0.892857,0.892857,0.886905,0.880952,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.57992,7.70843,7.78588,0.15395,5.8146,6.93816,7.08418,7.78526,8.50741,8.57992,9.26433,8.61569,8.59098,8.84664,0.100267,7.26022,8.31563,8.51678,8.79134,9.22779,9.42262,9.75904,-9999,-9999
20180702,20180708,26.306,1.0,24.781,1.355,1.0,27.832,2.588,1.0,25.899,23.986,1.347,27.811,2.617,26.306,1.0,24.781,1.355,1.0,27.832,2.588,1.0,372.109,181.82,1.0,176.522,181.82,1.0,-9999,-9999,408.699,408.699,0.0,479.925,1.0,476.754,479.925,1.0,5.315,1.0,4.948,5.315,1.0,98.891,98.875,0.997024,1.358,1.358,0.0,1.024,1.054,0.116071,-9999,-9999,121.89583027430558,1.0,370.00164930555553,1.0,424.751,0.800595,25.107,1.0,-9999,-9999,90.3564,-9999,-9999,8.13282,13.707,-9999,-9999,2.31842,-9999,-9999,24.0,24.0,0.0,2.71429,-0.870521,0.360119,0.985653,2.34345,-1.09269,0.360119,0.985653,2.34345,-1.97658,0.340848,0.26888,-5.02517,-4.79453,-3.51518,-1.03384,-0.861718,-0.54236,-0.449242,0.282738,0.267857,0.303571,0.360119,0.363095,0.360119,0.363095,5.9611,1.39472,0.0,-9999,-9999,-7.63885,10.2002,0.720238,0.949822,1.13948,5.54101,1.4081,0.0,-9999,-9999,-7.64695,10.1897,0.720238,0.949822,1.13948,-0.448272,-0.314959,1.76704,5.54413,5.9611,6.48588,6.69789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.30038,-8.79865,-8.54183,-7.59594,-7.56371,-7.53967,-7.47912,0.565476,0.535714,0.607143,0.72619,0.72619,0.720238,0.720238,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.62139,3.53106,5.20378,0.379774,3.3826,3.52347,3.55966,3.63744,7.50477,8.15915,9.65813,4.83569,4.82637,6.05734,0.27552,4.80178,4.82585,4.84036,4.92618,7.47542,8.42279,9.11923,-9999,-9999
20180709,20180715,24.497,1.0,23.225,1.193,1.0,25.769,2.134,1.0,24.383,22.935,1.173,25.831,2.206,24.497,1.0,23.225,1.193,1.0,25.769,2.134,1.0,374.955,157.349,1.0,159.339,157.349,1.0,-9999,-9999,404.358,404.358,0.0,465.111,1.0,473.874,465.111,1.0,3.946,1.0,3.87,3.946,1.0,99.181,99.175,1.0,5.95,5.95,0.0,1.056,1.072,0.0922619,-9999,-9999,96.03952319444444,1.0,285.1267847222222,1.0,438.808,0.443452,24.467,1.0,-9999,-9999,81.9395,-9999,-9999,11.0119,9.48728,-9999,-9999,2.42801,-9999,-9999,24.0,24.0,0.0,1.57143,-0.263002,0.28869,1.2954,1.84674,-0.513191,0.28869,1.2954,1.84674,-0.960407,0.26317,0.179187,-3.12396,-2.54134,-2.15607,-0.506411,-0.169144,0.0910748,0.165793,0.104167,0.178571,0.279762,0.285714,0.28869,0.28869,0.28869,6.14856,1.30345,0.0,-9999,-9999,-6.65544,8.57535,0.577381,1.24831,1.26932,5.68742,1.33182,0.0,-9999,-9999,-6.67648,8.55085,0.577381,1.24831,1.26932,1.98837,2.20513,2.77703,5.70774,6.28745,6.71676,6.93291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.22592,-7.06842,-6.92979,-6.68169,-6.61338,-6.60849,-6.53702,0.208333,0.422619,0.559524,0.577381,0.577381,0.577381,0.577381,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.19838,8.02945,8.22251,0.217913,6.17457,7.25284,7.39052,8.20975,8.5751,8.79283,10.8272,8.18916,8.16323,8.22302,0.147197,7.00127,7.55166,8.03601,8.27337,8.43969,8.53286,10.0148,-9999,-9999
20180716,20180722,24.765,1.0,23.502,1.227,1.0,26.029,2.236,1.0,24.788,23.469,1.088,26.106,2.033,24.765,1.0,23.502,1.227,1.0,26.029,2.236,1.0,378.955,131.833,1.0,123.547,131.833,1.0,-9999,-9999,417.72,417.72,0.0,476.728,1.0,482.738,476.728,1.0,2.991,1.0,2.76,2.991,1.0,99.012,98.991,1.0,11.357,11.357,0.0,0.839,0.848,0.0297619,-9999,-9999,91.81615520833331,1.0,278.44295138888884,1.0,432.313,0.321429,24.834,1.0,-9999,-9999,78.793,-9999,-9999,13.4868,9.15267,-9999,-9999,3.90248,-9999,-9999,24.0,24.0,0.0,1.28571,2.47837,0.3125,1.43212,1.50547,2.54369,0.3125,1.43212,1.50547,2.66031,0.285045,0.10373,1.29768,2.27386,2.37087,2.55507,3.08046,3.20222,3.52105,0.315476,0.315476,0.315476,0.315476,0.3125,0.127976,0.205357,9.93459,1.59067,0.0,-9999,-9999,-5.15804,10.1158,0.625,1.38006,1.39593,10.0449,1.66622,0.0,-9999,-9999,-5.14247,10.1419,0.625,1.38006,1.39593,7.75631,9.17974,9.76582,10.0894,10.82,11.0463,11.5442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2553,-5.20844,-5.18187,-5.1285,-4.85424,-4.78859,-4.56411,0.630952,0.630952,0.625,0.630952,0.625,0.625,0.416667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.67612,4.27463,5.85371,0.431717,3.14286,3.89036,4.28217,4.66468,6.17338,9.84575,11.5013,4.01197,3.98775,5.16901,0.293692,3.83231,3.9438,4.01024,4.17533,5.50856,7.48127,9.48912,-9999,-9999
20180723,20180729,26.01,1.0,24.825,1.622,1.0,27.194,2.367,1.0,25.398,23.664,1.4,27.133,2.609,26.01,1.0,24.825,1.622,1.0,27.194,2.367,1.0,383.934,167.039,1.0,159.937,167.039,1.0,-9999,-9999,410.893,410.893,0.0,481.753,1.0,478.209,481.753,1.0,5.334,1.0,4.221,5.334,1.0,99.101,99.086,0.991071,1.174,1.174,0.0,0.995,0.997,0.0595238,-9999,-9999,121.35071099637679,0.9930555555555555,346.20380600845414,0.9930555555555555,428.361,0.309524,24.809,1.0,-9999,-9999,83.7098,-9999,-9999,-9999,11.2801,-9999,-9999,-9999,-9999,-9999,24.0,24.0,0.0,0.0,0.476469,0.196429,-9999,-9999,0.513186,0.196429,-9999,-9999,0.759192,0.184449,0.14104,-0.524043,0.34885,0.386421,0.591979,0.880837,1.16905,1.92845,0.196429,0.196429,0.196429,0.196429,0.157738,0.157738,0.139881,8.13418,3.26686,0.0,-9999,-9999,-7.21588,8.06749,0.392857,-9999,-9999,8.1943,3.32529,0.0,-9999,-9999,-7.20524,8.09058,0.392857,-9999,-9999,6.36513,7.4247,8.00107,8.40221,8.81866,9.11833,9.83855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.37512,-7.30381,-7.2936,-7.20524,-6.96588,-6.33879,-6.05445,0.392857,0.392857,0.392857,0.392857,0.315476,0.327381,0.279762,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.97674,2.99009,5.05664,0.58367,1.98817,2.39553,2.73186,3.15127,8.70943,10.7588,12.4014,4.39263,4.34755,5.76505,0.38556,4.16523,4.20052,4.28299,4.38919,7.79427,9.19348,10.8894,-9999,-9999
20180730,20180805,25.676,1.0,24.278,1.453,1.0,27.073,2.544,1.0,25.422,23.983,1.191,26.861,2.273,25.676,1.0,24.278,1.453,1.0,27.073,2.544,1.0,389.678,181.483,1.0,155.847,181.483,1.0,-9999,-9999,413.993,413.993,0.0,476.041,1.0,480.266,476.041,1.0,4.608,1.0,3.594,4.608,1.0,98.915,98.907,1.0,4.584,4.584,0.0,1.02,1.062,0.136905,-9999,-9999,120.65331322916666,1.0,346.30435416666666,1.0,428.047,0.431548,25.04,1.0,-9999,-9999,84.9967,-9999,-9999,-9999,13.5242,-9999,-9999,-9999,-9999,-9999,24.0,24.0,0.0,0.0,0.712723,0.21131,-9999,-9999,0.769212,0.21131,-9999,-9999,0.920568,0.193229,0.130549,-0.480527,0.484868,0.61043,0.82541,1.24801,1.3014,1.82973,0.21131,0.21131,0.21131,0.21131,0.154762,0.220238,0.142857,9.22697,2.33287,0.0,-9999,-9999,-7.85334,7.56193,0.422619,-9999,-9999,9.32508,2.37486,0.0,-9999,-9999,-7.84258,7.58812,0.422619,-9999,-9999,7.16275,8.88735,9.10226,9.48823,10.1369,10.3565,11.2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.08887,-7.95287,-7.92579,-7.87326,-7.78982,-7.70664,-7.63038,0.422619,0.422619,0.422619,0.422619,0.440476,0.440476,0.363095,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.58734,4.61939,6.47583,0.48011,4.46779,4.52807,4.58734,4.68197,10.0557,11.0941,11.8711,6.20353,6.20422,7.4859,0.325588,6.18363,6.19121,6.20353,6.26597,9.84331,10.4653,11.5527,-9999,-9999
